global,variant,gender,year,population
900,nochange,male,2053,5246482.803
900,zeromigration,female,2053,4902845.317
900,zeromigration,male,2053,4971452.975
900,constantfertility,female,2054,5652131.063
900,constantfertility,male,2054,5765434.052
900,constantmortality,female,2054,4569396.651
900,constantmortality,male,2054,4599708.248
900,highvariant,female,2054,5560886.596
900,highvariant,male,2054,5661783.707
900,instantreplacement,female,2054,4676140.066
900,instantreplacement,male,2054,4743245.088
900,lowvariant,female,2054,4346633.183
900,lowvariant,male,2054,4376050.83
900,mediumvariant,female,2054,4929340.702
900,mediumvariant,male,2054,4993031.234
900,nochange,female,2054,5237398.38
900,nochange,male,2054,5293767.592
900,zeromigration,female,2054,4926222.202
900,zeromigration,male,2054,4995450.666
900,constantfertility,female,2055,5722843.737
900,constantfertility,male,2055,5839472.317
900,constantmortality,female,2055,4575689.98
900,constantmortality,male,2055,4605044.935
900,highvariant,female,2055,5612807.272
900,highvariant,male,2055,5715831.746
900,instantreplacement,female,2055,4691930.475
900,instantreplacement,male,2055,4759888.6
900,lowvariant,female,2055,4346014.664
900,lowvariant,male,2055,4374943.842
900,mediumvariant,female,2055,4952228.474
900,mediumvariant,male,2055,5016580.488
900,nochange,female,2055,5285137.664
900,nochange,male,2055,5342041.45
900,zeromigration,female,2055,4948984.073
900,zeromigration,male,2055,5018887.188
900,constantfertility,female,2056,5795327.23
900,constantfertility,male,2056,5915435.194
900,constantmortality,female,2056,4581154.109
900,constantmortality,male,2056,4609559.242
900,highvariant,female,2056,5664722.926
900,highvariant,male,2056,5769947.774
900,instantreplacement,female,2056,4707148.162
900,instantreplacement,male,2056,4776021.651
900,lowvariant,female,2056,4344441.056
900,lowvariant,male,2056,4372934.969
900,mediumvariant,female,2056,4974506.942
900,mediumvariant,male,2056,5039577.737
900,nochange,female,2056,5333861.956
900,nochange,male,2056,5391365.772
900,zeromigration,female,2056,4971132.403
900,zeromigration,male,2056,5041762.417
900,constantfertility,female,2057,5869676.256
900,constantfertility,male,2057,5993414.667
900,constantmortality,female,2057,4585810.03
900,constantmortality,male,2057,4613271.818
900,highvariant,female,2057,5716636.839
900,highvariant,male,2057,5824131.104
900,instantreplacement,female,2057,4721812.729
900,instantreplacement,male,2057,4791661.25
900,lowvariant,female,2057,4341938.455
900,lowvariant,male,2057,4370046.49
900,mediumvariant,female,2057,4996190.086
900,mediumvariant,male,2057,5062032.942
900,nochange,female,2057,5383635.029
900,nochange,male,2057,5441803.849
900,zeromigration,female,2057,4992681.201
900,zeromigration,male,2057,5064086.057
900,constantfertility,female,2058,5945994.618
900,constantfertility,male,2058,6073499.981
900,constantmortality,female,2058,4589690.34
900,constantmortality,male,2058,4616213.451
900,highvariant,female,2058,5768546.607
900,highvariant,male,2058,5878365.904
900,instantreplacement,female,2058,4735946.207
900,instantreplacement,male,2058,4806817.438
900,lowvariant,female,2058,4338557.832
900,lowvariant,male,2058,4366314.937
900,mediumvariant,female,2058,5017306.1
900,mediumvariant,male,2058,5083960.375
900,nochange,female,2058,5434527.419
900,nochange,male,2058,5493423.267
900,zeromigration,female,2058,5013658.241
900,zeromigration,male,2058,5085871.64
900,constantfertility,female,2059,6024392.407
900,constantfertility,male,2059,6155782.479
900,constantmortality,female,2059,4592833.146
900,constantmortality,male,2059,4618421.471
900,highvariant,female,2059,5820457.956
900,highvariant,male,2059,5932642.516
900,instantreplacement,female,2059,4749577.882
900,instantreplacement,male,2059,4821505.42
900,lowvariant,female,2059,4334358.894
900,lowvariant,male,2059,4361782.057
900,mediumvariant,female,2059,5037891.779
900,mediumvariant,male,2059,5105379.942
900,nochange,female,2059,5486611.528
900,nochange,male,2059,5546293.892
900,zeromigration,female,2059,5034099.953
900,zeromigration,male,2059,5107138.1
900,constantfertility,female,2060,6104980.793
900,constantfertility,male,2060,6240360.1
900,constantmortality,female,2060,4595272.977
900,constantmortality,male,2060,4619929.681
900,highvariant,female,2060,5872381.854
900,highvariant,male,2060,5986960.389
900,instantreplacement,female,2060,4762734.04
900,instantreplacement,male,2060,4835741.213
900,lowvariant,female,2060,4329391.579
900,lowvariant,male,2060,4356484.527
900,mediumvariant,female,2060,5057979.006
900,mediumvariant,male,2060,5126310.986
900,nochange,female,2060,5539959.489
900,nochange,male,2060,5600485.729
900,zeromigration,female,2060,5054037.96
900,zeromigration,male,2060,5127904.154
900,constantfertility,female,2061,6187867.189
900,constantfertility,male,2061,6327332.767
900,constantmortality,female,2061,4597033.842
900,constantmortality,male,2061,4620759.71
900,highvariant,female,2061,5924321.121
900,highvariant,male,2061,6041312.904
900,instantreplacement,female,2061,4775429.088
900,instantreplacement,male,2061,4849531.079
900,lowvariant,female,2061,4323683.878
900,lowvariant,male,2061,4350441.239
900,mediumvariant,female,2061,5077582.143
900,mediumvariant,male,2061,5146758.45
900,nochange,female,2061,5594642.625
900,nochange,male,2061,5656067.289
900,zeromigration,female,2061,5073486.40300001
900,zeromigration,male,2061,5148174.891
900,constantfertility,female,2062,6273160.958
900,constantfertility,male,2062,6416813.123
900,constantmortality,female,2062,4598135.998
900,constantmortality,male,2062,4620930.469
900,highvariant,female,2062,5976292.451
900,highvariant,male,2062,6095716.155
900,instantreplacement,female,2062,4787675.316
900,instantreplacement,male,2062,4862887.836
900,lowvariant,female,2062,4317252.766
900,lowvariant,male,2062,4343670.019
900,mediumvariant,female,2062,5096712.727
900,mediumvariant,male,2062,5166733.786
900,nochange,female,2062,5650730.984
900,nochange,male,2062,5713107.344
900,zeromigration,female,2062,5092456.612
900,zeromigration,male,2062,5167962.359
900,constantfertility,female,2063,6360980.014
900,constantfertility,male,2063,6508930.001
900,constantmortality,female,2063,4598605.669
900,constantmortality,male,2063,4620470.176
900,highvariant,female,2063,6028340.979
900,highvariant,male,2063,6150223.826
900,instantreplacement,female,2063,4799495.047
900,instantreplacement,male,2063,4875843.14
900,lowvariant,female,2063,4310122.387
900,lowvariant,male,2063,4336203.899
900,mediumvariant,female,2063,5115396.591
900,mediumvariant,male,2063,5186271.046
900,nochange,female,2063,5708294.432
900,nochange,male,2063,5771677.415
900,zeromigration,female,2063,5110974.354
900,zeromigration,male,2063,5187301.128
900,constantfertility,female,2064,6451446.123
900,constantfertility,male,2064,6603821.95
900,constantmortality,female,2064,4598469.021
900,constantmortality,male,2064,4619408.27
900,highvariant,female,2064,6080525.21
900,highvariant,male,2064,6204908.519
900,instantreplacement,female,2064,4810912.448
900,instantreplacement,male,2064,4888435.907
900,lowvariant,female,2064,4302313.631
900,lowvariant,male,2064,4328078.194
900,mediumvariant,female,2064,5133661.773
900,mediumvariant,male,2064,5205411.946
900,nochange,female,2064,5767402.653
900,nochange,male,2064,5831850.082
900,zeromigration,female,2064,5129067.693
900,zeromigration,male,2064,5206233.613
900,constantfertility,female,2065,6544682.04199999
900,constantfertility,male,2065,6701623.534
900,constantmortality,female,2065,4597750.68
900,constantmortality,male,2065,4617771.483
900,highvariant,female,2065,6132895.94000001
900,highvariant,male,2065,6259830.053
900,instantreplacement,female,2065,4821949.497
900,instantreplacement,male,2065,4900697.752
900,lowvariant,female,2065,4293843.511
900,lowvariant,male,2065,4319319.118
900,mediumvariant,female,2065,5151531.083
900,mediumvariant,male,2065,5224187.843
900,nochange,female,2065,5828126.991
900,nochange,male,2065,5893698.408
900,zeromigration,female,2065,5146759.507
900,zeromigration,male,2065,5224791.922
900,constantfertility,female,2066,6640815.169
900,constantfertility,male,2066,6802463.471
900,constantmortality,female,2066,4596473.102
900,constantmortality,male,2066,4615580.335
900,highvariant,female,2066,6185478.961
900,highvariant,male,2066,6315012.651
900,instantreplacement,female,2066,4832626.383
900,instantreplacement,male,2066,4912648.872
900,lowvariant,female,2066,4284732.33
900,lowvariant,male,2066,4309946.186
900,mediumvariant,female,2066,5169021.396
900,mediumvariant,male,2066,5242614.095
900,nochange,female,2066,5890542.513
900,nochange,male,2066,5957295.096
900,zeromigration,female,2066,5164066.732
900,zeromigration,male,2066,5242992.034
900,constantfertility,female,2067,6739969.207
900,constantfertility,male,2067,6906459.94
900,constantmortality,female,2067,4594656.79
900,constantmortality,male,2067,4612853.029
900,highvariant,female,2067,6238293.572
900,highvariant,male,2067,6370467.112
900,instantreplacement,female,2067,4842958.379
900,instantreplacement,male,2067,4924297.085
900,lowvariant,female,2067,4274990.539
900,lowvariant,male,2067,4299961.253
900,mediumvariant,female,2067,5186140.575
900,mediumvariant,male,2067,5260689.574
900,nochange,female,2067,5954725.441
900,nochange,male,2067,6022713.487
900,zeromigration,female,2067,5180997.445
900,zeromigration,male,2067,5260833.618
900,constantfertility,female,2068,6842261.063
900,constantfertility,male,2068,7013726.575
900,constantmortality,female,2068,4592321.492
900,constantmortality,male,2068,4609610.157
900,highvariant,female,2068,6291376.806
900,highvariant,male,2068,6426223.865
900,instantreplacement,female,2068,4852956.611
900,instantreplacement,male,2068,4935646.437
900,lowvariant,female,2068,4264611.429
900,lowvariant,male,2068,4289349.321
900,mediumvariant,female,2068,5202890.417
900,mediumvariant,male,2068,5278407.88
900,nochange,female,2068,6020750.453
900,nochange,male,2068,6090028.51
900,zeromigration,female,2068,5197553.949
900,zeromigration,male,2068,5278311.492
900,constantfertility,female,2069,6947806.013
900,constantfertility,male,2069,7124373.227
900,constantmortality,female,2069,4589485.651
900,constantmortality,male,2069,4605871.539
900,highvariant,female,2069,6344767.488
900,highvariant,male,2069,6482312.846
900,instantreplacement,female,2069,4862629.447
900,instantreplacement,male,2069,4946695.449
900,lowvariant,female,2069,4253579.818
900,lowvariant,male,2069,4278083.991
900,mediumvariant,female,2069,5219267.488
900,mediumvariant,male,2069,5295754.614
900,nochange,female,2069,6088692.767
900,nochange,male,2069,6159315.939
900,zeromigration,female,2069,5213733.478
900,zeromigration,male,2069,5295412.639
900,constantfertility,female,2070,7056728.151
900,constantfertility,male,2070,7238518.99
900,constantmortality,female,2070,4586167.155
900,constantmortality,male,2070,4601654.471
900,highvariant,female,2070,6398499.281
900,highvariant,male,2070,6538758.978
900,instantreplacement,female,2070,4871988.157
900,instantreplacement,male,2070,4957446.519
900,lowvariant,female,2070,4241886.16
900,lowvariant,male,2070,4266145.612
900,mediumvariant,female,2070,5235270.575
900,mediumvariant,male,2070,5312718.426
900,nochange,female,2070,6158629.634
900,nochange,male,2070,6230651.878
900,zeromigration,female,2070,5229535.431
900,zeromigration,male,2070,5312127.03500001
900,constantfertility,female,2071,7169166.18799999
900,constantfertility,male,2071,7356305.01
900,constantmortality,female,2071,4582381.349
900,constantmortality,male,2071,4596973.59
900,highvariant,female,2071,6452592.477
900,highvariant,male,2071,6595580.882
900,instantreplacement,female,2071,4881047.119
900,instantreplacement,male,2071,4967913.715
900,lowvariant,female,2071,4229535.765
900,lowvariant,male,2071,4253538.363
900,mediumvariant,female,2071,5250904.677
900,mediumvariant,male,2071,5329302.459
900,nochange,female,2071,6230637.97
900,nochange,male,2071,6304112.05
900,zeromigration,female,2071,5244965.1
900,zeromigration,male,2071,5328458.746
900,constantfertility,female,2072,7285269.354
900,constantfertility,male,2072,7477879.128
900,constantmortality,female,2072,4578144.766
900,constantmortality,male,2072,4591840.22
900,highvariant,female,2072,6507064.57
900,highvariant,male,2072,6652790.437
900,instantreplacement,female,2072,4889826.694
900,instantreplacement,male,2072,4978114.401
900,lowvariant,female,2072,4216540.563
900,lowvariant,male,2072,4240270.345
900,mediumvariant,female,2072,5266178.378
900,mediumvariant,male,2072,5345510.31
900,nochange,female,2072,6304799.561
900,nochange,male,2072,6379772.595
900,zeromigration,female,2072,5260031.413
900,zeromigration,male,2072,5344412.379
900,constantfertility,female,2073,7405188.342
900,constantfertility,male,2073,7603378.69199999
900,constantmortality,female,2073,4573476.952
900,constantmortality,male,2073,4586263.139
900,highvariant,female,2073,6561940.836
900,highvariant,male,2073,6710395.44
900,instantreplacement,female,2073,4898351.38
900,instantreplacement,male,2073,4988058.374
900,lowvariant,female,2073,4202905.334
900,lowvariant,male,2073,4226330.386
900,mediumvariant,female,2073,5281097.702
900,mediumvariant,male,2073,5361330.825
900,nochange,female,2073,6381203.147
900,nochange,male,2073,6457710.985
900,zeromigration,female,2073,5274740.92299999
900,zeromigration,male,2073,5359978.374
900,constantfertility,female,2074,7529079.827
900,constantfertility,male,2074,7732943.039
900,constantmortality,female,2074,4568398.025
900,constantmortality,male,2074,4580248.628
900,highvariant,female,2074,6617246.129
900,highvariant,male,2074,6768399.128
900,instantreplacement,female,2074,4906648.806
900,instantreplacement,male,2074,4997755.048
900,lowvariant,female,2074,4188635.64
900,lowvariant,male,2074,4211704.433
900,mediumvariant,female,2074,5295668.967
900,mediumvariant,male,2074,5376749.321
900,nochange,female,2074,6459941.193
900,nochange,male,2074,6538005.28
900,zeromigration,female,2074,5289100.597
900,zeromigration,male,2074,5375143.831
900,constantfertility,female,2075,7657104.513
900,constantfertility,male,2075,7866721.84
900,constantmortality,female,2075,4562924.507
900,constantmortality,male,2075,4573802.145
900,highvariant,female,2075,6672997.97
900,highvariant,male,2075,6826803.337
900,instantreplacement,female,2075,4914743.363
900,instantreplacement,male,2075,5007216.636
900,lowvariant,female,2075,4173738.044
900,lowvariant,male,2075,4196385.7
900,mediumvariant,female,2075,5309897.033
900,mediumvariant,male,2075,5391755.83
900,nochange,female,2075,6541103.454
900,nochange,male,2075,6620733.735
900,zeromigration,female,2075,5303115.858
900,zeromigration,male,2075,5389900.302
900,constantfertility,female,2076,7789429.615
900,constantfertility,male,2076,8004880.556
900,constantmortality,female,2076,4557067.574
900,constantmortality,male,2076,4566931.838
900,highvariant,female,2076,6729209.556
900,highvariant,male,2076,6885614.145
900,instantreplacement,female,2076,4922654.609
900,instantreplacement,male,2076,5016457.279
900,lowvariant,female,2076,4158223.564
900,lowvariant,male,2076,4180379.951
900,mediumvariant,female,2076,5323788.565
900,mediumvariant,male,2076,5406350.57
900,nochange,female,2076,6624772.317
900,nochange,male,2076,6705975.384
900,zeromigration,female,2076,5316793.723
900,zeromigration,male,2076,5404248.965
900,constantfertility,female,2077,7926223.29
900,constantfertility,male,2077,8147595.766
900,constantmortality,female,2077,4550833.681
900,constantmortality,male,2077,4559643.164
900,highvariant,female,2077,6785880.301
900,highvariant,male,2077,6944833.618
900,instantreplacement,female,2077,4930396.555
900,instantreplacement,male,2077,5025496.445
900,lowvariant,female,2077,4142101.874
900,lowvariant,male,2077,4163702.111
900,mediumvariant,female,2077,5337345.179
900,mediumvariant,male,2077,5420538.995
900,nochange,female,2077,6711027.478
900,nochange,male,2077,6793808.623
900,zeromigration,female,2077,5330136.082
900,zeromigration,male,2077,5418195.976
900,constantfertility,female,2078,8067652.647
900,constantfertility,male,2078,8295047.044
900,constantmortality,female,2078,4544227.576
900,constantmortality,male,2078,4551934.722
900,highvariant,female,2078,6842994.672
900,highvariant,male,2078,7004453.041
900,instantreplacement,female,2078,4937981.382
900,instantreplacement,male,2078,5034358.823
900,lowvariant,female,2078,4125377.757
900,lowvariant,male,2078,4146367.83
900,mediumvariant,female,2078,5350560.603
900,mediumvariant,male,2078,5434323.762
900,nochange,female,2078,6799952.645
900,nochange,male,2078,6884310.703
900,zeromigration,female,2078,5343136.985
900,zeromigration,male,2078,5431744.862
900,constantfertility,female,2079,8213887.038
900,constantfertility,male,2079,8447421.572
900,constantmortality,female,2079,4537251.256
900,constantmortality,male,2079,4543802.076
900,highvariant,female,2079,6900527.393
900,highvariant,male,2079,7064458.866
900,instantreplacement,female,2079,4945418.773
900,instantreplacement,male,2079,5043072.639
900,lowvariant,female,2079,4108054.975
900,lowvariant,male,2079,4128397.477
900,mediumvariant,female,2079,5363424.975
900,mediumvariant,male,2079,5447709.305
900,nochange,female,2079,6891631.471
900,nochange,male,2079,6977558.545
900,zeromigration,female,2079,5355786.785
900,zeromigration,male,2079,5444900.864
900,constantfertility,female,2080,8365105.165
900,constantfertility,male,2080,8604913.926
900,constantmortality,female,2080,4529905.648
900,constantmortality,male,2080,4535242.553
900,highvariant,female,2080,6958457.342
900,highvariant,male,2080,7124839.568
900,instantreplacement,female,2080,4952720.175
900,instantreplacement,male,2080,5051664.296
900,lowvariant,female,2080,4090142.056
900,lowvariant,male,2080,4109813.59
900,mediumvariant,female,2080,5375932.898
900,mediumvariant,male,2080,5460702.173
900,nochange,female,2080,6986146.312
900,nochange,male,2080,7073630.61
900,zeromigration,female,2080,5368080.338
900,zeromigration,male,2080,5457671.191
900,constantfertility,female,2081,8521498.087
900,constantfertility,male,2081,8767720.664
900,constantmortality,female,2081,4522195.38
900,constantmortality,male,2081,4526260.102
900,highvariant,female,2081,7016776.118
900,highvariant,male,2081,7185585.616
900,instantreplacement,female,2081,4959899.598
900,instantreplacement,male,2081,5060149.624
900,lowvariant,female,2081,4071650.493
900,lowvariant,male,2081,4090630.105
900,mediumvariant,female,2081,5388084.321
900,mediumvariant,male,2081,5473303.004
900,nochange,female,2081,7083582.013
900,nochange,male,2081,7172611.201
900,zeromigration,female,2081,5380017.833
900,zeromigration,male,2081,5470056.87
900,constantfertility,female,2082,8683267.727
900,constantfertility,male,2082,8936050.026
900,constantmortality,female,2082,4514121.545
900,constantmortality,male,2082,4516859.26
900,highvariant,female,2082,7075480.996
900,highvariant,male,2082,7246693.367
900,instantreplacement,female,2082,4966974.767
900,instantreplacement,male,2082,5068546.319
900,lowvariant,female,2082,4052601.274
900,lowvariant,male,2082,4070870.134
900,mediumvariant,female,2082,5399887.798
900,mediumvariant,male,2082,5485520.977
900,nochange,female,2082,7184018.594
900,nochange,male,2082,7274583.773
900,zeromigration,female,2082,5391608.061
900,zeromigration,male,2082,5482067.379
900,constantfertility,female,2083,8850621.379
900,constantfertility,male,2083,9110127.753
900,constantmortality,female,2083,4505676.418
900,constantmortality,male,2083,4507038.525
900,highvariant,female,2083,7134562.138
900,highvariant,male,2083,7308163.044
900,instantreplacement,female,2083,4973965.051
900,instantreplacement,male,2083,5076884.595
900,lowvariant,female,2083,4033025.042
900,lowvariant,male,2083,4050577.85
900,mediumvariant,female,2083,5411357.361
900,mediumvariant,male,2083,5497382.186
900,nochange,female,2083,7287527.651
900,nochange,male,2083,7379625.901
900,zeromigration,female,2083,5402865.106
900,zeromigration,male,2083,5493729.055
900,constantfertility,female,2084,9023774.102
900,constantfertility,male,2084,9290190.438
900,constantmortality,female,2084,4496848.534
900,constantmortality,male,2084,4496795.253
900,highvariant,female,2084,7194009.446
900,highvariant,male,2084,7369997.272
900,instantreplacement,female,2084,4980891.508
900,instantreplacement,male,2084,5085197.992
900,lowvariant,female,2084,4012958.707
900,lowvariant,male,2084,4029806.266
900,mediumvariant,female,2084,5422511.591
900,mediumvariant,male,2084,5508919.931
900,nochange,female,2084,7394177.123
900,nochange,male,2084,7487814.01
900,zeromigration,female,2084,5413807.546
900,zeromigration,male,2084,5505075.405
900,constantfertility,female,2085,9202946.255
900,constantfertility,male,2085,9476475.578
900,constantmortality,female,2085,4487629.001
900,constantmortality,male,2085,4486129.323
900,highvariant,female,2085,7253811.686
900,highvariant,male,2085,7432193.105
900,instantreplacement,female,2085,4987772.987
900,instantreplacement,male,2085,5093513.579
900,lowvariant,female,2085,3992435.264
900,lowvariant,male,2085,4008600.207
900,mediumvariant,female,2085,5433365.362
900,mediumvariant,male,2085,5520159.449
900,nochange,female,2085,7504039.518
900,nochange,male,2085,7599229.369
900,zeromigration,female,2085,5424450.303
900,zeromigration,male,2085,5516131.623
900,constantfertility,female,2086,9388361.213
900,constantfertility,male,2086,9669219.338
900,constantmortality,female,2086,4478019.277
900,constantmortality,male,2086,4475046.507
900,highvariant,female,2086,7313956.008
900,highvariant,male,2086,7494742.087
900,instantreplacement,female,2086,4994622.298
900,instantreplacement,male,2086,5101847.912
900,lowvariant,female,2086,3971474.492
900,lowvariant,male,2086,3986986.702
900,mediumvariant,female,2086,5443922.301
900,mediumvariant,male,2086,5531110.276
900,nochange,female,2086,7617202.152
900,nochange,male,2086,7713964.157
900,zeromigration,female,2086,5434797.117
900,zeromigration,male,2086,5526907.141
900,constantfertility,female,2087,9580248.163
900,constantfertility,male,2087,9868654.508
900,constantmortality,female,2087,4468021.058
900,constantmortality,male,2087,4463554.586
900,highvariant,female,2087,7374428.19
900,highvariant,male,2087,7557625.452
900,instantreplacement,female,2087,5001450.983
900,instantreplacement,male,2087,5110208.507
900,lowvariant,female,2087,3950093.576
900,lowvariant,male,2087,3964982.208
900,mediumvariant,female,2087,5454183.456
900,mediumvariant,male,2087,5541770.877
900,nochange,female,2087,7733753.809
900,nochange,male,2087,7832114.063
900,zeromigration,female,2087,5444849.205
900,zeromigration,male,2087,5537400.008
900,constantfertility,female,2088,9778845.312
900,constantfertility,male,2088,10075015.493
900,constantmortality,female,2088,4457626.354
900,constantmortality,male,2088,4451658.748
900,highvariant,female,2088,7435213.44500001
900,highvariant,male,2088,7620816.436
900,instantreplacement,female,2088,5008274.516
900,instantreplacement,male,2088,5118600.922
900,lowvariant,female,2088,3928319.754
900,lowvariant,male,2088,3942607.453
900,mediumvariant,female,2088,5464157.617
900,mediumvariant,male,2088,5552141.011
900,nochange,female,2088,7853771.765
900,nochange,male,2088,7953770.142
900,zeromigration,female,2088,5454615.435
900,zeromigration,male,2088,5547609.155
900,constantfertility,female,2089,9984397.538
900,constantfertility,male,2089,10288538.293
900,constantmortality,female,2089,4446825.294
900,constantmortality,male,2089,4439364.814
900,highvariant,female,2089,7496296.024
900,highvariant,male,2089,7684282.071
900,instantreplacement,female,2089,5015108.514
900,instantreplacement,male,2089,5127026.124
900,lowvariant,female,2089,3906181.575
900,lowvariant,male,2089,3919879.889
900,mediumvariant,female,2089,5473854.087
900,mediumvariant,male,2089,5562216.147
900,nochange,female,2089,7977332.028
900,nochange,male,2089,8079024.811
900,zeromigration,female,2089,5464105.255
900,zeromigration,male,2089,5557528.975
900,constantfertility,female,2090,10197154.824
900,constantfertility,male,2090,10509468.432
900,constantmortality,female,2090,4435612.929
900,constantmortality,male,2090,4426681.149
900,highvariant,female,2090,7557659.516
900,highvariant,male,2090,7747992.92
900,instantreplacement,female,2090,5021965.799
900,instantreplacement,male,2090,5135484.706
900,lowvariant,female,2090,3883703.711
900,lowvariant,male,2090,3896816.248
900,mediumvariant,female,2090,5483278.53
900,mediumvariant,male,2090,5571991.588
900,nochange,female,2090,8104518.334
900,nochange,male,2090,8207976.1
900,zeromigration,female,2090,5473324.407
900,zeromigration,male,2090,5567153.742
900,constantfertility,female,2091,10417371.668
900,constantfertility,male,2091,10738063.94
900,constantmortality,female,2091,4423991.562
900,constantmortality,male,2091,4413619.285
900,highvariant,female,2091,7619286.975
900,highvariant,male,2091,7811926.363
900,instantreplacement,female,2091,5028855.533
900,instantreplacement,male,2091,5143978.345
900,lowvariant,female,2091,3860905.275
900,lowvariant,male,2091,3873433.363
900,mediumvariant,female,2091,5492431.479
900,mediumvariant,male,2091,5581463.967
900,nochange,female,2091,8235425.161
900,nochange,male,2091,8340729.111
900,zeromigration,female,2091,5482273.519
900,zeromigration,male,2091,5576479.15
900,constantfertility,female,2092,10645307.323
900,constantfertility,male,2092,10974594.259
900,constantmortality,female,2092,4411969.946
900,constantmortality,male,2092,4400193.732
900,highvariant,female,2092,7681160.834
900,highvariant,male,2092,7876065.413
900,instantreplacement,female,2092,5035783.479
900,instantreplacement,male,2092,5152509.242
900,lowvariant,female,2092,3837800.413
900,lowvariant,male,2092,3849747.878
900,mediumvariant,female,2092,5501308.827
900,mediumvariant,male,2092,5590630.664
900,nochange,female,2092,8370156.709
900,nochange,male,2092,8477395.54
900,zeromigration,female,2092,5490948.552
900,zeromigration,male,2092,5585501.784
900,constantfertility,female,2093,10881226.228
900,constantfertility,male,2093,11219338.004
900,constantmortality,female,2093,4399561.333
900,constantmortality,male,2093,4386421.428
900,highvariant,female,2093,7743262.863
900,highvariant,male,2093,7940396.017
900,instantreplacement,female,2093,5042752.89
900,instantreplacement,male,2093,5161079.032
900,lowvariant,female,2093,3814399.7
900,lowvariant,male,2093,3825775.564
900,mediumvariant,female,2093,5509903.097
900,mediumvariant,male,2093,5599488.742
900,nochange,female,2093,8508824.35
900,nochange,male,2093,8618092.422
900,zeromigration,female,2093,5499342.054
900,zeromigration,male,2093,5594217.822
900,constantfertility,female,2094,11125398.523
900,constantfertility,male,2094,11472580.327
900,constantmortality,female,2094,4386781.334
900,constantmortality,male,2094,4372321.081
900,highvariant,female,2094,7805574.072
900,highvariant,male,2094,8004903.982
900,instantreplacement,female,2094,5049765.305
900,instantreplacement,male,2094,5169687.311
900,lowvariant,female,2094,3790711.914
900,lowvariant,male,2094,3801530.434
900,mediumvariant,female,2094,5518204.702
900,mediumvariant,male,2094,5608033.506
900,nochange,female,2094,8651543.74299999
900,nochange,male,2094,8762940.789
900,zeromigration,female,2094,5507444.496
900,zeromigration,male,2094,5602621.705
900,constantfertility,female,2095,11378100.491
900,constantfertility,male,2095,11734610.452
900,constantmortality,female,2095,4373645.838
900,constantmortality,male,2095,4357912.69
900,highvariant,female,2095,7868074.626
900,highvariant,male,2095,8069572.029
900,instantreplacement,female,2095,5056821.489
900,instantreplacement,male,2095,5178330.532
900,lowvariant,female,2095,3766745.374
900,lowvariant,male,2095,3777024.113
900,mediumvariant,female,2095,5526203.278
900,mediumvariant,male,2095,5616257.294
900,nochange,female,2095,8798432.161
900,nochange,male,2095,8912064.423
900,zeromigration,female,2095,5515245.532
900,zeromigration,male,2095,5610704.671
900,constantfertility,female,2096,11639614.809
900,constantfertility,male,2096,12005720.894
900,constantmortality,female,2096,4360170.365
900,constantmortality,male,2096,4343217.251
900,highvariant,female,2096,7930743.798
900,highvariant,male,2096,8134378.844
900,instantreplacement,female,2096,5063921.656
900,instantreplacement,male,2096,5187001.412
900,lowvariant,female,2096,3742508.597
900,lowvariant,male,2096,3752265.443
900,mediumvariant,female,2096,5533888.063
900,mediumvariant,male,2096,5624149.062
900,nochange,female,2096,8949607.587
900,nochange,male,2096,9065589.34
900,zeromigration,female,2096,5522734.439
900,zeromigration,male,2096,5618454.41999999
900,constantfertility,female,2097,11910230.547
900,constantfertility,male,2097,12286206.938
900,constantmortality,female,2097,4346369.626
900,constantmortality,male,2097,4328256.72
900,highvariant,female,2097,7993559.989
900,highvariant,male,2097,8199298.507
900,instantreplacement,female,2097,5071065.686
900,instantreplacement,male,2097,5195688.809
900,lowvariant,female,2097,3718010.563
900,lowvariant,male,2097,3727260.427
900,mediumvariant,female,2097,5541248.184
900,mediumvariant,male,2097,5631694.112
900,nochange,female,2097,9105188.152
900,nochange,male,2097,9223643.588
900,zeromigration,female,2097,5529900.367
900,zeromigration,male,2097,5625854.763
900,constantfertility,female,2098,12190243.291
900,constantfertility,male,2098,12576366.467
900,constantmortality,female,2098,4332257.403
900,constantmortality,male,2098,4313053.936
900,highvariant,female,2098,8056500.715
900,highvariant,male,2098,8264300.285
900,instantreplacement,female,2098,5078253.136
900,instantreplacement,male,2098,5204377.57
900,lowvariant,female,2098,3693260.796
900,lowvariant,male,2098,3702012.154
900,mediumvariant,female,2098,5548272.74
900,mediumvariant,male,2098,5638874.05
900,nochange,female,2098,9265291.976
900,nochange,male,2098,9386357.202
900,zeromigration,female,2098,5536732.431
900,zeromigration,male,2098,5632885.61700001
900,constantfertility,female,2099,12479955.017
900,constantfertility,male,2099,12876500.15
900,constantmortality,female,2099,4317846.701
900,constantmortality,male,2099,4297632.652
900,highvariant,female,2099,8119542.583
900,highvariant,male,2099,8329348.81600001
900,instantreplacement,female,2099,5085483.241
900,instantreplacement,male,2099,5213048.646
900,lowvariant,female,2099,3668269.303
900,lowvariant,male,2099,3676520.822
900,mediumvariant,female,2099,5554950.664
900,mediumvariant,male,2099,5645666.79800001
900,nochange,female,2099,9430037.35199999
900,nochange,male,2099,9553862.164
900,zeromigration,female,2099,5543219.637
900,zeromigration,male,2099,5639523.016
